sample_id,item_qid,preferred_label,description,direct_class_labels,class_ancestor_labels,semantic_fact_texts,annotator_final_decision,annotator_eventour_category,annotator_is_ambiguous,annotator_notes
ann_0214,Q37158276,Cinema Ariston,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20122,,,,
ann_0215,Q37158320,Cinema Astra,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20122,,,,
ann_0216,Q37158340,Cinema Cavour,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,"sede legale: piazza Cavour 1 | prende il nome da: Camillo Benso, conte di Cavour | codice postale: 20121",,,,
ann_0217,Q37158362,Cinema Centrale Multisala,"cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,unità amministrativa in cui è situato: Milano,,,,
ann_0218,Q37158387,Cinema Corallo,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20122,,,,
ann_0219,Q37158407,Cinema De Amicis,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20123,,,,
ann_0220,Q37158428,Cinema Excelsior Multisala,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20122,,,,
ann_0221,Q112128097,Cinema Maestoso,cinema di Milano,cinema,azienda | luogo per eventi | sito,data di chiusura ufficiale: 2007-07-22 | nome ufficiale: Maestoso | nome ufficiale: Roma,,,,
ann_0222,Q37158454,Cinema Massimo,"cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20136,,,,
ann_0223,Q37158477,Cinema Mediolanum,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20122,,,,
ann_0224,Q37158498,Cinema Metropol,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20129,,,,
ann_0225,Q37158515,Cinema Missori,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20123,,,,
ann_0226,Q37158561,Cinema Pasquirolo,"ex cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20122,,,,
ann_0227,Q55993134,Cinema Tiziano,cinema di Milano,cinema | cinema a luci rosse,azienda | cinema | luogo per eventi | sito,data di chiusura ufficiale: 1990-01-01 | nome ufficiale: Cinema Savoia | nome ufficiale: Cinema Giulio Cesare | data di fondazione o creazione: 1937-01-01,,,,
ann_0228,Q81172616,Cinemeccanica spa,archivio italiano,archivio,collezione | GLAM | organizzazione,codice postale: 20133,,,,
ann_0229,Q81172632,Citroen Italia spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0230,Q97159768,Cittadella degli Archivi,,edificio,struttura architettonica,unità amministrativa in cui è situato: Milano,,,,
ann_0231,Q122840099,CityWave,edificio di Milano,grattacielo,casa a torre,unità amministrativa in cui è situato: Milano,,,,
ann_0232,Q48808358,Citylife Shopping District,"edificio commerciale di Milano, Lombardia (2017)",complesso di edifici,insieme di strutture e di edifici | oggetto geografico,proprietario: Sonae Sierra | architetto: Zaha Hadid | data di fondazione o creazione: 2017-01-01,,,,
ann_0233,Q3953247,Civica Scuola di Teatro Paolo Grassi,Scuola di teatro di Milano,accademia teatrale | istituzione accademica,academic organisation | istituzione educativa | research institution | scuola d'arti performative | scuola professionale,dedicato a: Paolo Grassi | parte di: scuole civiche di Milano | data di fondazione o creazione: 1951-01-01 | follower su un social media: 2017,,,,
ann_0234,Q99006501,Civica scuola di musica Claudio Abbado,Scuola di alta formazione in ambito musicale,istituzione educativa specializzata | scuola di musica,istituzione educativa | istituzione educativa d'arte | organizzazione musicale | scuola | servizio,prende il nome da: Claudio Abbado | data di fondazione o creazione: 1862-01-01,,,,
ann_0235,Q111878956,Clerici Boutique Hotel,"hotel in Milan, Italy",albergo,alloggiamento | impresa | struttura architettonica,stelle: hotel a quattro stelle,,,,
ann_0236,Q89207768,Clinica Capitanio,clinica di Milano,clinica | ospedale,healthcare facility | istituzione | luogo di lavoro | organizzazione per la salute | struttura architettonica | struttura medica,genere: lusso | architetto: Ermenegildo Soncini | architetto: Eugenio Soncini | data di apertura ufficiale: 1950-01-01 | codice postale: 20122,,,,
ann_0237,Q89413349,Clinica La Madonnina,clinica privata situata a Milano in Via Quadronno,clinica | ospedale,healthcare facility | istituzione | luogo di lavoro | organizzazione per la salute | struttura architettonica | struttura medica,proprietario: Gruppo San Donato | architetto: Ermenegildo Soncini | architetto: Eugenio Soncini | nome ufficiale: Palazzo Madonnina | data di fondazione o creazione: 1959-01-01 | consiste di: Q116374542,,,,
ann_0238,Q134400133,"Club alpino italiano. Sezione di Milano, Milano (MI)",archival institution in Italy,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0239,Q3682941,Collegio Augustinianum,collegio universitario,palazzo,casa | edificio | struttura architettonica,unità amministrativa in cui è situato: Milano,,,,
ann_0240,Q3685968,Conca di Viarenna,Conca di navigazione di Milano in secca utilizzata lungo il Naviglio Vallone per superare il dislivello di circa due metri presente tra la Darsena di Porta Ticinese e la Cerchia dei Navigli,Conca di navigazione,,fabbricante: Veneranda Fabbrica del Duomo di Milano,,,,
ann_0241,Q81173027,"Cooperativa Edificatrice Operaia Filippo Corridoni scrl (numero REA 81681 Mi), Milano (MI)",archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0242,Q81173033,Cooperativa Farmaceutica srl,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0243,Q136757880,Corte Italia,palace of Milano,palazzo,casa | edificio | struttura architettonica,genere: lusso | nome: Palazzo Beretta | codice postale: 20122 | superficie: 13000,,,,
ann_0244,Q30880894,Cà di Can,palazzo di Milano,palazzo,casa | edificio | struttura architettonica,unità amministrativa in cui è situato: Milano,,,,
ann_0245,Q81173060,DG Vianini & C. srl,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0246,Q3705804,Derby Club,ex locale notturno di Milano,cabaret | luogo per eventi musicali | organizzazione soppressa,entertainment venue | entità scomparsa | luogo per eventi | organizzazione | taverna,unità amministrativa in cui è situato: Milano,,,,
ann_0247,Q81173064,Ditta Guenzati snc di Ragno V. e Moretti A.,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0248,Q81173068,Ditta Raimondi di Pettinaroli spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0249,Q111878947,Duomo Hotel & Apartments,"hotel in Milan, Italy",albergo,alloggiamento | impresa | struttura architettonica,stelle: hotel a quattro stelle,,,,
ann_0250,Q113403055,Edificio Sarfatti,edificio di Milano,edificio,struttura architettonica,architetto: Giuseppe Pagano,,,,
ann_0251,Q81173092,Editoriale Itaca srl,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0252,Q81173123,Edizioni Cond√© Nast Italia spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0253,Q112018375,Elizabeth Lifestyle Hotel,"hotel in Milan, Italy",albergo,alloggiamento | impresa | struttura architettonica,stelle: hotel a quattro stelle,,,,
ann_0254,Q81173180,Else spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0255,Q81173182,Enrico Leuthold ditta individuale,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0256,Q111413072,"Excelsior Hotel Gallia, a Luxury Collection Hotel, Milan","hotel in Milan, Italy",albergo,alloggiamento | impresa | struttura architettonica,stelle: hotel a cinque stelle,,,,
ann_0257,Q81173201,F.lli Mussi fu Gerolamo srl,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0258,Q130776383,Fabrique,locale di Milano,luogo per eventi musicali | night club,alcohol drinking establishment | dance venue | edificio per spettacoli | entertainment venue | luogo per eventi | luogo per eventi musicali,unità amministrativa in cui è situato: Milano,,,,
ann_0259,Q44470963,Feltrinelli Porta Volta,edificio civile progettato da Herzog & de Meuron,edificio per uffici,edificio,residente: Microsoft | evento significativo: inizio dei lavori di costruzione | proprietario: Giangiacomo Feltrinelli Editore | architetto: Herzog & de Meuron | data di apertura ufficiale: 2016-12-13 | data di fondazione o creazione: 2016-01-01 | codice postale: 20154 | numero di piani: 5,,,,
ann_0260,Q81173220,Fernando Burgo Editore,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0261,Q3744629,Fieramilanocity,,polo fieristico,open-air event venue | servizio,proprietario: Fiera Milano | data di fondazione o creazione: 1906-01-01,,,,
ann_0262,Q81173249,Fondazione Bracco,fondazione italiana con sede a Milano,archivio | organizzazione,collezione | ente | GLAM | insieme di umani | organizzazione | persona od organizzazione | sistema complesso | sistema sociale,descritto nella fonte: Archivio della Produzione Editoriale lombarda | numero di telefono: +39 022177238 | codice postale: 20122,,,,
ann_0263,Q111413047,Four Seasons Hotel Milano,"hotel in Milan, Italy",albergo,alloggiamento | impresa | struttura architettonica,stelle: hotel a cinque stelle,,,,
ann_0264,Q81173302,Fratelli Freni srl,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0265,Q20008238,Galleria De Cristoforis,galleria commerciale di Milano,galleria commerciale,centro commerciale | galleria | via di comunicazione,proprietario: Milano | architetto: Pier Luigi Nervi | architetto: Ermenegildo Soncini | codice via: 100,,,,
ann_0266,Q80826425,Galleria Mazzini,galleria commerciale di Milano,galleria commerciale,centro commerciale | galleria | via di comunicazione,codice via: 4014,,,,
ann_0267,Q21293174,Galleria Meravigli,galleria commerciale di Milano,galleria commerciale,centro commerciale | galleria | via di comunicazione,proprietario: Cassa italiana di previdenza e assistenza dei geometri liberi professionisti | stile architettonico: Liberty a Milano | stile architettonico: architettura art nouveau | nome originale locale: Galleria Meravigli,,,,
ann_0268,Q55174674,Galleria Passarella 1-2,edificio per uffici di Milano,edificio per uffici,edificio,architetto: Luigi Mattioni | data di fondazione o creazione: 1957-01-01,,,,
ann_0269,Q131160996,Gambrinus Halle,former restaurant in Milan (1882–1915),ristorante,mass caterer | servizio,data di scioglimento o demolizione: 1915-01-01 | data di fondazione o creazione: 1882-01-01,,,,
ann_0270,Q112044659,Garage Traversi,"building in Milan, Italy",edificio storico | garage,edificio | historic geographical object | parking facility,unità amministrativa in cui è situato: Milano,,,,
ann_0271,Q3759354,Gemini Center,complesso di due grattacieli di Milano,complesso edilizio,complesso di edifici | oggetto geografico | servizio | set of physical objects,contiene elementi del tipo: grattacielo | data di fondazione o creazione: 1996-01-01 | numero di piani: 21,,,,
ann_0272,Q81173331,Gianni Accardi Forever sas & C,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0273,Q17494671,Giardino Aldo Protti,giardino di Milano,giardino cittadino | parco cittadino,giardino | parco | spazio pubblico | spazio urbano,prende il nome da: Aldo Protti | codice via: 1777,,,,
ann_0274,Q55831651,Giax Tower,"building in Milan, Italy",edificio,struttura architettonica,data di apertura ufficiale: 2014-01-01,,,,
ann_0275,Q81173335,Giorgio Armani spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0276,Q58229341,Goethe-Institut Milan,istituto di cultura tedesca,istituzione culturale,istituzione | organizzazione,gestore/direttore: Johannes Hösle | gestore/direttore: Egon Dahinten | sede legale: Milano | parte di: Goethe-Institut | nome ufficiale: Goethe-Institut Mailand | nome ufficiale: Biblioteca Germanica | data di fondazione o creazione: 1958-01-01,,,,
ann_0277,Q99334306,Grattacieli di Piazza Piemonte,palazzi di Milano,edificio,struttura architettonica,unità amministrativa in cui è situato: Milano,,,,
ann_0278,Q81173380,Harlequin Mondadori spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0279,Q111123753,Hotel Arco Romana,hotel in Milan,albergo,alloggiamento | impresa | struttura architettonica,tipi di pagamenti accettati: carta di debito | tipi di pagamenti accettati: carta di credito,,,,
ann_0280,Q111413055,Hotel Cavour,"hotel in Milan, Italy",albergo,alloggiamento | impresa | struttura architettonica,stelle: hotel a quattro stelle,,,,
ann_0281,Q116001229,Hotel Diana,hotel in Milan,albergo,alloggiamento | impresa | struttura architettonica,operatore: Sheraton Hotels and Resorts,,,,
